step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,balance_change_orig,balance_change_dest,amount_to_balance_ratio,zero_balance_after,type_encoded,fraud_probability,uncertainty,ci_lower_90,ci_upper_90,recommendation,attention_reallocated
297,CASH_OUT,287431.82,C1463991648,0.0,0.0,C866175496,408864.9,696296.72,0,0,0.0,287431.81999999995,287431.82,1,1,0.0,0.0,0.0,0.0,CLEAR,0
328,CASH_IN,147022.93,C388477976,71008.0,218030.93,C1453969787,69276.31,0.0,0,0,147022.93,-69276.31,2.0704830373614613,0,0,0.0,0.0,0.0,0.0,CLEAR,0
372,PAYMENT,4347.53,C1952315750,56199.0,51851.47,M1069344329,0.0,0.0,0,0,-4347.529999999999,0.0,0.0773581850533807,0,3,0.0,0.0,0.0,0.0,CLEAR,0
372,TRANSFER,218480.51,C1038719680,337.0,0.0,C319317346,212234.65,430715.17,0,0,-337.0,218480.52,646.3920414201184,1,4,0.0,0.0,0.0,0.0,CLEAR,0
357,TRANSFER,162397.9,C699557917,20195.0,0.0,C355762691,1643634.02,1806031.92,0,0,-20195.0,162397.8999999999,8.04109229550406,1,4,0.0,0.0,0.0,0.0,CLEAR,0
137,CASH_OUT,49453.19,C831582222,10124.32,0.0,C966462518,780968.47,830421.66,0,0,-10124.32,49453.19000000006,4.884111316975662,1,1,0.0,0.0,0.0,0.0,CLEAR,0
327,CASH_OUT,424551.23,C111309885,0.0,0.0,C1683678192,4280610.32,4705161.54,0,0,0.0,424551.2199999997,424551.23,1,1,0.0,0.0,0.0,0.0,CLEAR,0
10,CASH_IN,65064.75,C2117793602,10397.0,75461.75,C1198441233,0.0,253929.74,0,0,65064.75,253929.74,6.257429313329486,0,0,0.0,0.0,0.0,0.0,CLEAR,0
395,CASH_OUT,52338.69,C2020744467,1300.0,0.0,C1139725633,844061.48,896400.18,0,0,-1300.0,52338.70000000007,40.229584934665645,1,1,0.0,0.0,0.0,0.0,CLEAR,0
348,CASH_OUT,148219.8,C269902871,0.0,0.0,C1876587179,270026.25,418246.05,0,0,0.0,148219.8,148219.8,1,1,0.0,0.0,0.0,0.0,CLEAR,0
134,CASH_OUT,606076.13,C1255147749,0.0,0.0,C1282915475,677860.48,1283936.61,0,0,0.0,606076.1300000001,606076.13,1,1,0.0,0.0,0.0,0.0,CLEAR,0
324,PAYMENT,1441.26,C547106448,66123.1,64681.85,M490656745,0.0,0.0,0,0,-1441.2500000000073,0.0,0.0217962890988308,0,3,0.0,0.0,0.0,0.0,CLEAR,0
261,CASH_IN,29826.79,C983123032,5172338.04,5202164.83,C653336684,37962.3,8135.52,0,0,29826.79000000004,-29826.78,0.0057665960737175,0,0,0.0,0.0,0.0,0.0,CLEAR,0
184,PAYMENT,8313.13,C911591890,586642.0,578328.87,M21161842,0.0,0.0,0,0,-8313.130000000005,0.0,0.0141706796126434,0,3,0.0,0.0,0.0,0.0,CLEAR,0
352,PAYMENT,4997.48,C2026419026,85441.86,80444.38,M878177853,0.0,0.0,0,0,-4997.479999999996,0.0,0.0584891470159121,0,3,0.0,0.0,0.0,0.0,CLEAR,0
346,PAYMENT,26524.49,C1218131540,0.0,0.0,M1588184254,0.0,0.0,0,0,0.0,0.0,26524.49,1,3,0.0,0.0,0.0,0.0,CLEAR,0
369,CASH_OUT,55459.63,C276154011,0.0,0.0,C790974862,576475.45,631935.09,0,0,0.0,55459.640000000014,55459.63,1,1,0.0,0.0,0.0,0.0,CLEAR,0
181,CASH_IN,122862.46,C594176700,852925.0,975787.46,C497960010,798798.38,675935.92,0,0,122862.45999999996,-122862.45999999996,0.1440482058232484,0,0,0.0,0.0,0.0,0.0,CLEAR,0
306,PAYMENT,18184.53,C451156638,105262.0,87077.47,M1917323326,0.0,0.0,0,0,-18184.53,0.0,0.1727532941299411,0,3,0.0,0.0,0.0,0.0,CLEAR,0
44,PAYMENT,3989.67,C1197530473,0.0,0.0,M1570626325,0.0,0.0,0,0,0.0,0.0,3989.67,1,3,0.0,0.0,0.0,0.0,CLEAR,0
424,CASH_OUT,158245.65,C377182011,158245.65,0.0,C418687404,474628.91,632874.55,1,0,-158245.65,158245.64000000007,0.9999936807509038,1,1,0.995,0.07053367989832952,0.985,1.0,INVESTIGATE,1
282,TRANSFER,526213.68,C269189416,0.0,0.0,C1373419632,1940355.71,2466569.38,0,0,0.0,526213.6699999999,526213.68,1,4,0.0,0.0,0.0,0.0,CLEAR,0
277,PAYMENT,859.03,C962688503,0.0,0.0,M1356712958,0.0,0.0,0,0,0.0,0.0,859.03,1,3,0.0,0.0,0.0,0.0,CLEAR,0
500,TRANSFER,986255.33,C524141159,0.0,0.0,C1282079068,1089734.72,2075990.05,0,0,0.0,986255.33,986255.33,1,4,0.0,0.0,0.0,0.0,CLEAR,0
36,PAYMENT,28761.03,C1389206002,315.0,0.0,M1538217042,0.0,0.0,0,0,-315.0,0.0,91.015917721519,1,3,0.0,0.0,0.0,0.0,CLEAR,0
403,CASH_IN,140980.09,C924214176,122972.0,263952.09,C1562189421,0.0,0.0,0,0,140980.09000000003,0.0,1.1464312491359891,0,0,0.0,0.0,0.0,0.0,CLEAR,0
203,TRANSFER,428248.54,C5403765,0.0,0.0,C1963448298,1216968.98,1645217.52,0,0,0.0,428248.54,428248.54,1,4,0.0,0.0,0.0,0.0,CLEAR,0
369,PAYMENT,1932.27,C1225052717,0.0,0.0,M1647893054,0.0,0.0,0,0,0.0,0.0,1932.27,1,3,0.0,0.0,0.0,0.0,CLEAR,0
349,CASH_OUT,315933.13,C1428442996,0.0,0.0,C1385945466,347811.8,663744.93,0,0,0.0,315933.13000000006,315933.13,1,1,0.0,0.0,0.0,0.0,CLEAR,0
235,CASH_OUT,253464.89,C760085657,182680.61,0.0,C1583393869,438512.79,691977.68,0,0,-182680.61,253464.89000000007,1.38746801060052,1,1,0.0,0.0,0.0,0.0,CLEAR,0
327,PAYMENT,34740.99,C749895868,230142.0,195401.01,M774660804,0.0,0.0,0,0,-34740.98999999999,0.0,0.1509539286443645,0,3,0.0,0.0,0.0,0.0,CLEAR,0
386,PAYMENT,7415.22,C1303416177,153198.0,145782.78,M1507273625,0.0,0.0,0,0,-7415.220000000001,0.0,0.0484025352645905,0,3,0.0,0.0,0.0,0.0,CLEAR,0
325,PAYMENT,10676.13,C2042534235,97757.07,87080.94,M414433028,0.0,0.0,0,0,-10676.130000000005,0.0,0.1092097051425012,0,3,0.0,0.0,0.0,0.0,CLEAR,0
15,CASH_IN,328958.08,C474987803,17323799.04,17652757.12,C552717582,4486707.28,4157749.2,0,0,328958.08000000194,-328958.0800000001,0.0189887945624198,0,0,0.0,0.0,0.0,0.0,CLEAR,0
406,PAYMENT,1674.91,C1906382940,11085.0,9410.09,M530738206,0.0,0.0,0,0,-1674.91,0.0,0.1510833483673101,0,3,0.0,0.0,0.0,0.0,CLEAR,0
22,CASH_OUT,125450.67,C1834841614,0.0,0.0,C271805780,182175.36,307626.03,0,0,0.0,125450.67000000004,125450.67,1,1,0.0,0.0,0.0,0.0,CLEAR,0
7,PAYMENT,18935.93,C153483786,21838.0,2902.07,M2020450183,0.0,0.0,0,0,-18935.93,0.0,0.8670694628874949,0,3,0.0,0.0,0.0,0.0,CLEAR,0
307,CASH_OUT,223923.54,C1853837522,24797.0,0.0,C968726520,753473.14,977396.68,0,0,-24797.0,223923.54000000004,9.029903218001452,1,1,0.0,0.0,0.0,0.0,CLEAR,0
259,CASH_OUT,322092.36,C1073693331,12803.0,0.0,C1687932665,6838.59,328930.96,0,0,-12803.0,322092.37,25.155604498594187,1,1,0.0,0.0,0.0,0.0,CLEAR,0
311,TRANSFER,8589704.49,C1961162790,8589704.49,0.0,C111676219,0.0,0.0,1,0,-8589704.49,0.0,0.9999998835815732,1,4,1.0,0.0,1.0,1.0,INVESTIGATE,1
394,PAYMENT,16798.91,C1757543303,0.0,0.0,M1571169513,0.0,0.0,0,0,0.0,0.0,16798.91,1,3,0.0,0.0,0.0,0.0,CLEAR,0
14,PAYMENT,2353.12,C1668095023,22044.43,19691.31,M1372168767,0.0,0.0,0,0,-2353.119999999999,0.0,0.1067395827615973,0,3,0.0,0.0,0.0,0.0,CLEAR,0
231,CASH_IN,86632.86,C20914833,34940.0,121572.86,C1488829770,508344.82,421711.96,0,0,86632.86,-86632.85999999999,2.4794041384047394,0,0,0.0,0.0,0.0,0.0,CLEAR,0
356,CASH_OUT,36658.47,C503181430,0.0,0.0,C403706220,4997266.38,5033924.84,0,0,0.0,36658.45999999996,36658.47,1,1,0.0,0.0,0.0,0.0,CLEAR,0
400,CASH_IN,146261.56,C428741589,5201631.4,5347892.96,C425040969,425010.92,278749.36,0,0,146261.5599999996,-146261.56,0.0281183960635126,0,0,0.0,0.0,0.0,0.0,CLEAR,0
36,PAYMENT,27874.35,C164831767,103928.0,76053.65,M1994616675,0.0,0.0,0,0,-27874.35000000001,0.0,0.2682056981208325,0,3,0.0,0.0,0.0,0.0,CLEAR,0
288,CASH_OUT,1905476.22,C959100931,1905476.22,0.0,C377873806,0.0,1905476.22,1,0,-1905476.22,1905476.22,0.9999994751970848,1,1,1.0,0.0,1.0,1.0,INVESTIGATE,1
327,CASH_OUT,353103.46,C452978214,0.0,0.0,C1176692961,912699.63,1265803.1,0,0,0.0,353103.4700000001,353103.46,1,1,0.0,0.0,0.0,0.0,CLEAR,0
7,TRANSFER,840288.07,C1627993706,42120.0,0.0,C1626759869,0.0,592376.6,0,0,-42120.0,592376.6,19.949385579639607,1,4,0.0,0.0,0.0,0.0,CLEAR,0
133,PAYMENT,24626.8,C944753545,3952.0,0.0,M2037681767,0.0,0.0,0,0,-3952.0,0.0,6.229901340753858,1,3,0.0,0.0,0.0,0.0,CLEAR,0
37,CASH_IN,183660.56,C1364883409,6276643.21,6460303.77,C1421014112,878317.86,694657.3,0,0,183660.5599999996,-183660.56,0.0292609480249638,0,0,0.0,0.0,0.0,0.0,CLEAR,0
22,CASH_IN,348985.79,C1358865261,9253322.28,9602308.07,C1634611036,2884867.56,2535881.78,0,0,348985.79000000097,-348985.78000000026,0.0377146436409817,0,0,0.0,0.0,0.0,0.0,CLEAR,0
322,PAYMENT,8078.61,C1814233828,0.0,0.0,M963546761,0.0,0.0,0,0,0.0,0.0,8078.61,1,3,0.0,0.0,0.0,0.0,CLEAR,0
19,PAYMENT,8653.21,C1849315320,0.0,0.0,M1166406237,0.0,0.0,0,0,0.0,0.0,8653.21,1,3,0.0,0.0,0.0,0.0,CLEAR,0
346,CASH_OUT,292890.83,C98408447,119792.0,0.0,C961224486,42237.43,335128.26,0,0,-119792.0,292890.83,2.4449744976751564,1,1,0.0,0.0,0.0,0.0,CLEAR,0
38,CASH_IN,330453.67,C1953976103,1912214.81,2242668.49,C1192799138,4242020.21,3911566.53,0,0,330453.68000000017,-330453.68000000017,0.172811911852146,0,0,0.0,0.0,0.0,0.0,CLEAR,0
346,TRANSFER,117398.15,C190868686,901.0,0.0,C911998735,1705469.47,1822867.62,0,0,-901.0,117398.15000000014,130.15315964523282,1,4,0.0,0.0,0.0,0.0,CLEAR,0
34,TRANSFER,228973.84,C481701335,0.0,0.0,C1000124976,1076233.06,1118055.35,0,0,0.0,41822.29000000004,228973.84,1,4,0.015,0.12155245781143202,0.005,0.03,CLEAR,0
402,PAYMENT,25370.63,C1713617325,61004.0,35633.37,M868290731,0.0,0.0,0,0,-25370.63,0.0,0.4158778788623883,0,3,0.0,0.0,0.0,0.0,CLEAR,0
249,TRANSFER,3138.25,C1027828118,3138.25,0.0,C506519759,0.0,0.0,1,0,-3138.25,0.0,0.9996814525762524,1,4,1.0,0.0,1.0,1.0,INVESTIGATE,1
228,CASH_OUT,111859.39,C775663779,0.0,0.0,C225438277,1791959.04,1903818.44,0,0,0.0,111859.3999999999,111859.39,1,1,0.0,0.0,0.0,0.0,CLEAR,0
37,CASH_OUT,93083.27,C517122648,93083.27,0.0,C839403720,2466124.85,2559208.13,1,0,-93083.27,93083.2799999998,0.99998925704633,1,1,1.0,0.0,1.0,1.0,INVESTIGATE,1
162,PAYMENT,6020.97,C855672513,0.0,0.0,M1958850979,0.0,0.0,0,0,0.0,0.0,6020.97,1,3,0.0,0.0,0.0,0.0,CLEAR,0
13,TRANSFER,1297542.24,C1395792879,0.0,0.0,C873852158,1755125.28,3052667.52,0,0,0.0,1297542.24,1297542.24,1,4,0.0,0.0,0.0,0.0,CLEAR,0
179,CASH_OUT,310396.12,C198631302,13607.0,0.0,C2146049777,1492755.64,1803151.76,0,0,-13607.0,310396.1200000001,22.80982657260435,1,1,0.0,0.0,0.0,0.0,CLEAR,0
360,TRANSFER,370921.42,C2085406205,70251.0,0.0,C1184100994,3296237.29,3667158.7,0,0,-70251.0,370921.41000000015,5.279869896942436,1,4,0.0,0.0,0.0,0.0,CLEAR,0
13,CASH_OUT,95633.8,C1242123607,0.0,0.0,C40195890,572046.61,667680.41,0,0,0.0,95633.80000000005,95633.8,1,1,0.0,0.0,0.0,0.0,CLEAR,0
42,CASH_OUT,71827.14,C617749638,0.0,0.0,C1806510624,86161.17,157988.31,0,0,0.0,71827.14,71827.14,1,1,0.0,0.0,0.0,0.0,CLEAR,0
180,PAYMENT,5563.43,C1055199606,0.0,0.0,M1622482459,0.0,0.0,0,0,0.0,0.0,5563.43,1,3,0.0,0.0,0.0,0.0,CLEAR,0
301,TRANSFER,224085.82,C1981967534,0.0,0.0,C1115643676,942582.14,1166667.96,0,0,0.0,224085.81999999995,224085.82,1,4,0.0,0.0,0.0,0.0,CLEAR,0
369,CASH_IN,256292.82,C568293893,2574436.81,2830729.63,C190365077,528625.04,272332.21,0,0,256292.81999999983,-256292.83,0.0995529272466674,0,0,0.0,0.0,0.0,0.0,CLEAR,0
259,PAYMENT,3744.36,C1780102021,0.0,0.0,M1365882151,0.0,0.0,0,0,0.0,0.0,3744.36,1,3,0.0,0.0,0.0,0.0,CLEAR,0
397,TRANSFER,619105.24,C818731158,0.0,0.0,C1311640761,2237212.89,2856318.13,0,0,0.0,619105.2399999998,619105.24,1,4,0.0,0.0,0.0,0.0,CLEAR,0
15,CASH_OUT,324997.78,C1695705854,0.0,0.0,C1289280042,930632.67,1409966.16,0,0,0.0,479333.4899999999,324997.78,1,1,0.0,0.0,0.0,0.0,CLEAR,0
132,PAYMENT,17505.75,C1625311756,98659.0,81153.25,M2075164957,0.0,0.0,0,0,-17505.75,0.0,0.1774351307520778,0,3,0.0,0.0,0.0,0.0,CLEAR,0
348,CASH_IN,98111.37,C977397467,18978153.54,19076264.9,C341552838,9329397.54,9231286.17,0,0,98111.3599999994,-98111.36999999918,0.0051697002357743,0,0,0.0,0.0,0.0,0.0,CLEAR,0
349,CASH_IN,88839.78,C1569509426,54069.0,142908.78,C218716932,280254.5,191414.71,0,0,88839.78,-88839.79000000001,1.643051229887183,0,0,0.0,0.0,0.0,0.0,CLEAR,0
401,CASH_OUT,126147.62,C628811422,12107.0,0.0,C1292630366,0.0,126147.62,0,0,-12107.0,126147.62,10.418534852989758,1,1,0.0,0.0,0.0,0.0,CLEAR,0
208,TRANSFER,164519.7,C1482849004,164519.7,0.0,C122914320,0.0,0.0,1,0,-164519.7,0.0,0.9999939217375078,1,4,1.0,0.0,1.0,1.0,INVESTIGATE,1
331,CASH_OUT,211635.81,C199216633,331779.0,120143.19,C1749816568,1505019.88,1716655.68,0,0,-211635.81,211635.80000000005,0.6378799505696546,0,1,0.005,0.07053367989832948,0.0,0.015,CLEAR,0
20,CASH_OUT,33414.44,C1187240691,0.0,0.0,C1007661780,40512.0,67478.53,0,0,0.0,26966.53,33414.44,1,1,0.0,0.0,0.0,0.0,CLEAR,0
301,CASH_OUT,238715.61,C1979659944,506.0,0.0,C1614884441,1096738.57,1335454.17,0,0,-506.0,238715.59999999983,470.8394674556213,1,1,0.0,0.0,0.0,0.0,CLEAR,0
94,PAYMENT,5463.99,C1848815942,0.0,0.0,M1078828197,0.0,0.0,0,0,0.0,0.0,5463.99,1,3,0.0,0.0,0.0,0.0,CLEAR,0
372,PAYMENT,17692.04,C189945236,0.0,0.0,M1196380827,0.0,0.0,0,0,0.0,0.0,17692.04,1,3,0.0,0.0,0.0,0.0,CLEAR,0
18,CASH_IN,433495.35,C1935111171,1059415.46,1492910.81,C1155025884,606206.49,172711.14,0,0,433495.3500000001,-433495.35,0.4091831365353715,0,0,0.0,0.0,0.0,0.0,CLEAR,0
254,PAYMENT,7984.49,C1267770500,10904.0,2919.51,M1191195726,0.0,0.0,0,0,-7984.49,0.0,0.7321861531407611,0,3,0.0,0.0,0.0,0.0,CLEAR,0
688,CASH_OUT,183681.72,C1473345186,21586.0,0.0,C2025247657,2790632.07,2974313.79,0,0,-21586.0,183681.7200000002,8.5089044332237,1,1,0.0,0.0,0.0,0.0,CLEAR,0
15,CASH_OUT,135619.21,C334212478,0.0,0.0,C1567987890,1003093.56,1138712.77,0,0,0.0,135619.20999999996,135619.21,1,1,0.0,0.0,0.0,0.0,CLEAR,0
282,PAYMENT,630.4,C1202421353,0.0,0.0,M428847697,0.0,0.0,0,0,0.0,0.0,630.4,1,3,0.0,0.0,0.0,0.0,CLEAR,0
18,CASH_OUT,23005.5,C736871338,70685.0,47679.5,C1291286504,0.0,23005.5,0,0,-23005.5,23005.5,0.3254604872251931,0,1,0.0,0.0,0.0,0.0,CLEAR,0
9,PAYMENT,1719.83,C725060051,231139.08,229419.24,M122338054,0.0,0.0,0,0,-1719.8399999999965,0.0,0.0074406394598461,0,3,0.0,0.0,0.0,0.0,CLEAR,0
384,PAYMENT,5617.98,C1111616980,4594.0,0.0,M234468478,0.0,0.0,0,0,-4594.0,0.0,1.2226289445048966,1,3,0.0,0.0,0.0,0.0,CLEAR,0
9,CASH_IN,16244.47,C373631084,1561924.6,1578169.07,C1673501963,50098.0,0.0,0,0,16244.469999999972,-50098.0,0.0104002841108436,0,0,0.0,0.0,0.0,0.0,CLEAR,0
308,PAYMENT,29687.24,C1114256508,125515.0,95827.76,M531899957,0.0,0.0,0,0,-29687.240000000005,0.0,0.2365215590044297,0,3,0.0,0.0,0.0,0.0,CLEAR,0
205,CASH_OUT,140106.86,C423227054,0.0,0.0,C871908529,244762.37,384869.22,0,0,0.0,140106.84999999998,140106.86,1,1,0.0,0.0,0.0,0.0,CLEAR,0
181,TRANSFER,254915.33,C1187250737,0.0,0.0,C1188145688,5706406.0,5961321.34,0,0,0.0,254915.33999999985,254915.33,1,4,0.0,0.0,0.0,0.0,CLEAR,0
17,CASH_OUT,384976.0,C606220090,253994.99,0.0,C654001678,610850.3,995826.29,0,0,-253994.99,384975.99,1.5156774719159938,1,1,0.0,0.0,0.0,0.0,CLEAR,0
299,CASH_IN,55793.11,C1231267077,21416.0,77209.11,C623306618,0.0,0.0,0,0,55793.11,0.0,2.6050852126815145,0,0,0.0,0.0,0.0,0.0,CLEAR,0
308,CASH_IN,234766.75,C746367670,2309257.82,2544024.57,C96787867,711290.1,476523.34,0,0,234766.75,-234766.75999999995,0.1016632470846208,0,0,0.0,0.0,0.0,0.0,CLEAR,0
285,TRANSFER,2607539.2,C811638571,11025.88,0.0,C477191283,4297954.75,6905493.95,0,0,-11025.88,2607539.2,236.47116863518968,1,4,0.0,0.0,0.0,0.0,CLEAR,0
347,PAYMENT,26658.96,C652652148,82741.0,56082.04,M1340127650,0.0,0.0,0,0,-26658.96,0.0,0.3221938072562906,0,3,0.0,0.0,0.0,0.0,CLEAR,0
372,CASH_IN,5522.68,C1711774162,129514.0,135036.68,C429995258,0.0,0.0,0,0,5522.679999999993,0.0,0.0426412384665868,0,0,0.0,0.0,0.0,0.0,CLEAR,0
255,TRANSFER,269597.27,C2141860725,1431.0,0.0,C559858694,0.0,269597.27,0,0,-1431.0,269597.27,188.26625,1,4,0.0,0.0,0.0,0.0,CLEAR,0
38,PAYMENT,19549.44,C1916078133,64805.81,45256.36,M1918693839,0.0,0.0,0,0,-19549.45,0.0,0.3016571869530378,0,3,0.0,0.0,0.0,0.0,CLEAR,0
249,CASH_OUT,295936.09,C1019536161,281704.0,0.0,C1059533501,170327.33,466263.42,0,0,-281704.0,295936.09,1.0505177046910776,1,1,0.005,0.07053367989832945,0.0,0.015,CLEAR,0
235,CASH_OUT,73808.82,C893389237,0.0,0.0,C745854649,270822.76,344631.58,0,0,0.0,73808.82,73808.82,1,1,0.0,0.0,0.0,0.0,CLEAR,0
31,CASH_OUT,120406.39,C1938001564,120406.39,0.0,C878440089,0.0,120406.39,1,0,-120406.39,120406.39,0.9999916948619184,1,1,1.0,0.0,1.0,1.0,INVESTIGATE,1
308,PAYMENT,19341.64,C607989707,0.0,0.0,M1543106434,0.0,0.0,0,0,0.0,0.0,19341.64,1,3,0.0,0.0,0.0,0.0,CLEAR,0
500,CASH_OUT,130387.76,C904249749,0.0,0.0,C1313538097,1810678.93,1941066.69,0,0,0.0,130387.76,130387.76,1,1,0.0,0.0,0.0,0.0,CLEAR,0
289,TRANSFER,602807.17,C500424911,602807.17,0.0,C2014202347,0.0,0.0,1,0,-602807.17,0.0,0.9999983410974672,1,4,1.0,0.0,1.0,1.0,INVESTIGATE,1
12,CASH_OUT,59511.56,C25615364,40708.42,0.0,C2071140198,245.0,62793.93,0,0,-40708.42,62548.93,1.4618621439460449,1,1,0.0,0.0,0.0,0.0,CLEAR,0
9,PAYMENT,42762.75,C1570224267,21392.0,0.0,M871907992,0.0,0.0,0,0,-21392.0,0.0,1.9989131959052029,1,3,0.0,0.0,0.0,0.0,CLEAR,0
311,CASH_IN,400273.22,C601955757,7087341.2,7487614.42,C409975763,6343780.28,5943507.06,0,0,400273.2199999997,-400273.2200000007,0.0564771967691922,0,0,0.0,0.0,0.0,0.0,CLEAR,0
688,PAYMENT,716.43,C1296033925,0.0,0.0,M1799128800,0.0,0.0,0,0,0.0,0.0,716.43,1,3,0.0,0.0,0.0,0.0,CLEAR,0
548,CASH_OUT,510190.05,C1836712718,0.0,0.0,C452452219,3774587.88,4284777.93,0,0,0.0,510190.0499999998,510190.05,1,1,0.01,0.09949874371066195,0.0,0.02,CLEAR,0
252,PAYMENT,4667.58,C1428806488,342891.35,338223.77,M620788769,0.0,0.0,0,0,-4667.579999999958,0.0,0.0136123771790184,0,3,0.0,0.0,0.0,0.0,CLEAR,0
42,PAYMENT,1167.54,C1153221606,68593.0,67425.46,M1246915216,0.0,0.0,0,0,-1167.5399999999936,0.0,0.0170210222468437,0,3,0.0,0.0,0.0,0.0,CLEAR,0
162,TRANSFER,436906.22,C1270175707,436906.22,0.0,C524442031,0.0,0.0,1,0,-436906.22,0.0,0.9999977111845394,1,4,1.0,0.0,1.0,1.0,INVESTIGATE,1
38,CASH_IN,146780.04,C644945815,9754.0,156534.04,C594093549,904928.79,758148.75,0,0,146780.04,-146780.04000000004,15.046646847770376,0,0,0.0,0.0,0.0,0.0,CLEAR,0
160,CASH_OUT,409280.71,C1197386453,0.0,0.0,C286933879,769731.41,1179012.12,0,0,0.0,409280.7100000001,409280.71,1,1,0.0,0.0,0.0,0.0,CLEAR,0
216,CASH_OUT,149370.72,C79781349,0.0,0.0,C1690230630,513987.91,663358.62,0,0,0.0,149370.71000000002,149370.72,1,1,0.0,0.0,0.0,0.0,CLEAR,0
137,PAYMENT,188.83,C475426065,0.0,0.0,M1712875806,0.0,0.0,0,0,0.0,0.0,188.83,1,3,0.0,0.0,0.0,0.0,CLEAR,0
301,CASH_IN,90607.61,C262267038,3736356.1,3826963.71,C268298710,1284107.29,1193499.68,0,0,90607.60999999988,-90607.6100000001,0.0242502543453354,0,0,0.0,0.0,0.0,0.0,CLEAR,0
307,PAYMENT,67.07,C1088865816,390002.36,389935.3,M159527458,0.0,0.0,0,0,-67.05999999999767,0.0,0.0001719728773618,0,3,0.0,0.0,0.0,0.0,CLEAR,0
9,PAYMENT,5239.66,C232001075,0.0,0.0,M840088342,0.0,0.0,0,0,0.0,0.0,5239.66,1,3,0.0,0.0,0.0,0.0,CLEAR,0
243,CASH_OUT,1290193.08,C876181265,1290193.08,0.0,C24324787,0.0,1290193.08,1,0,-1290193.08,1290193.08,0.9999992249228116,1,1,1.0,0.0,1.0,1.0,INVESTIGATE,1
230,CASH_OUT,91776.37,C343272400,0.0,0.0,C1135556458,1156411.03,1248187.4,0,0,0.0,91776.36999999988,91776.37,1,1,0.0,0.0,0.0,0.0,CLEAR,0
258,CASH_IN,251035.92,C2000111935,5700.0,256735.92,C1665915111,2999316.36,2748280.44,0,0,251035.92,-251035.91999999995,44.03366426942642,0,0,0.0,0.0,0.0,0.0,CLEAR,0
9,PAYMENT,27858.63,C486174586,158276.9,130418.27,M1629357046,0.0,0.0,0,0,-27858.62999999999,0.0,0.1760108644352749,0,3,0.0,0.0,0.0,0.0,CLEAR,0
226,CASH_OUT,76107.13,C150471651,2010.0,0.0,C1511299259,491853.22,567960.34,0,0,-2010.0,76107.12,37.84541521631029,1,1,0.0,0.0,0.0,0.0,CLEAR,0
301,CASH_OUT,244380.55,C1528478318,21999.0,0.0,C1694356446,0.0,244380.55,0,0,-21999.0,244380.55,11.108206818181818,1,1,0.0,0.0,0.0,0.0,CLEAR,0
307,CASH_IN,63647.97,C227918444,6100512.07,6164160.03,C849793957,124154.61,60506.64,0,0,63647.95999999996,-63647.97,0.0104332159065434,0,0,0.0,0.0,0.0,0.0,CLEAR,0
697,TRANSFER,378623.9,C1584281400,378623.9,0.0,C62581304,0.0,0.0,1,0,-378623.9,0.0,0.999997358863614,1,4,1.0,0.0,1.0,1.0,INVESTIGATE,1
14,CASH_IN,382403.52,C934096770,0.0,382403.52,C268402121,6896252.38,6665059.96,0,0,382403.52,-231192.41999999995,382403.52,0,0,0.0,0.0,0.0,0.0,CLEAR,0
378,CASH_OUT,70189.96,C567453510,0.0,0.0,C1186713279,321377.05,391567.0,0,0,0.0,70189.95000000001,70189.96,1,1,0.0,0.0,0.0,0.0,CLEAR,0
20,PAYMENT,3534.22,C384707003,79976.18,76441.96,M817848568,0.0,0.0,0,0,-3534.2199999999866,0.0,0.0441903552988489,0,3,0.0,0.0,0.0,0.0,CLEAR,0
129,CASH_OUT,118432.63,C1373944323,0.0,0.0,C42366391,250827.67,369260.3,0,0,0.0,118432.62999999998,118432.63,1,1,0.0,0.0,0.0,0.0,CLEAR,0
371,CASH_IN,521109.86,C296934874,11219.0,532328.86,C986651441,0.0,0.0,0,0,521109.86,0.0,46.44472905525846,0,0,0.0,0.0,0.0,0.0,CLEAR,0
133,PAYMENT,35639.8,C681261620,0.0,0.0,M1998737647,0.0,0.0,0,0,0.0,0.0,35639.8,1,3,0.0,0.0,0.0,0.0,CLEAR,0
388,CASH_OUT,6703831.4,C76062067,6703831.4,0.0,C1968350430,99114.49,6802945.89,1,0,-6703831.4,6703831.399999999,0.999999850831593,1,1,1.0,0.0,1.0,1.0,INVESTIGATE,1
251,CASH_IN,600783.75,C238642899,100784.0,701567.75,C902272811,0.0,0.0,0,0,600783.75,0.0,5.961043310016372,0,0,0.0,0.0,0.0,0.0,CLEAR,0
346,CASH_IN,98301.39,C2126601785,514203.84,612505.22,C190207285,168133.69,69832.3,0,0,98301.37999999996,-98301.39,0.191171654471397,0,0,0.0,0.0,0.0,0.0,CLEAR,0
20,CASH_OUT,114203.28,C467150301,173309.48,59106.2,C261292810,5547394.94,5661598.22,0,0,-114203.28,114203.27999999931,0.6589519572042036,0,1,0.0,0.0,0.0,0.0,CLEAR,0
161,CASH_OUT,407288.9,C372096799,19700.0,0.0,C313531403,1038391.86,1445680.76,0,0,-19700.0,407288.9,20.67351403482057,1,1,0.0,0.0,0.0,0.0,CLEAR,0
